,0,1,2,3,4,5
312,2018-03-05 10:49:38,1,U0155,13.694584,100.53221,10633
313,2018-03-05 10:49:51,1,U0155,13.693555,100.52945,10953
314,2018-03-05 10:49:58,1,U0155,0,0,10953
315,2018-03-05 10:50:09,1,U0155,13.691524,100.52498,11486
316,2018-03-05 10:50:21,1,U0155,0,0,11486
317,2018-03-05 10:50:28,1,U0155,13.687641,100.5219,12031
318,2018-03-05 10:50:38,1,U0155,13.684453,100.51945,12474
319,2018-03-05 10:50:48,1,U0155,13.683372,100.51858,12627
320,2018-03-05 10:50:58,1,U0155,13.682655,100.518005,12728
321,2018-03-05 10:51:08,1,U0155,13.681607,100.51714,12877
322,2018-03-05 10:51:18,1,U0155,13.680477,100.51625,13035
323,2018-03-05 10:51:28,1,U0155,0,0,13035
324,2018-03-05 10:51:38,1,U0155,13.677749,100.51412,13416
325,2018-03-05 10:51:48,1,U0155,13.676363,100.51308,13607
326,2018-03-05 10:51:58,1,U0155,13.674822,100.511894,13821
327,2018-03-05 10:52:08,1,U0155,0,0,13821
328,2018-03-05 10:52:18,1,U0155,13.672409,100.51007,14154
329,2018-03-05 10:52:28,1,U0155,13.671474,100.50953,14273
330,2018-03-05 10:52:38,1,U0155,0,0,14273
331,2018-03-05 10:52:48,1,U0155,13.669887,100.51156,14555
332,2018-03-05 10:52:58,1,U0155,13.669239,100.51251,14681
333,2018-03-05 10:53:08,1,U0155,13.668839,100.513115,14760
334,2018-03-05 10:53:18,1,U0155,13.668814,100.513176,14767
335,2018-03-05 10:53:28,1,U0155,13.668803,100.513176,14767
336,2018-03-05 10:53:38,1,U0155,0,0,14767
337,2018-03-05 10:53:48,1,U0155,0,0,14767
338,2018-03-05 10:53:58,1,U0155,0,0,14767
339,2018-03-05 10:54:08,1,U0155,13.670849,100.509766,15200
340,2018-03-05 10:54:18,1,U0155,0,0,15200
341,2018-03-05 10:54:28,1,U0155,13.671317,100.508354,15361
342,2018-03-05 10:54:39,1,U0155,13.670979,100.50763,15448
343,2018-03-05 10:54:48,1,U0155,13.670374,100.50673,15567
344,2018-03-05 10:54:58,1,U0155,0,0,15567
345,2018-03-05 10:55:08,1,U0155,13.670155,100.506035,15646
346,2018-03-05 10:55:18,1,U0155,0,0,15672
347,2018-03-05 10:55:29,1,U0155,0,0,15672
348,2018-03-05 10:55:38,1,U0155,13.668828,100.50496,15841
349,2018-03-05 10:55:48,1,U0155,0,0,15841
350,2018-03-05 10:55:58,1,U0155,13.667563,100.5046,15986
351,2018-03-05 10:56:08,1,U0155,13.666987,100.50433,16057
352,2018-03-05 10:56:18,1,U0155,13.666375,100.504166,16127
353,2018-03-05 10:56:28,1,U0155,0,0,16163
354,2018-03-05 10:56:38,1,U0155,13.664935,100.503716,16295
355,2018-03-05 10:56:48,1,U0155,13.664667,100.50361,16327
356,2018-03-05 10:56:58,1,U0155,13.664271,100.50344,16375
357,2018-03-05 10:57:08,1,U0155,13.663728,100.5032,16441
358,2018-03-05 10:57:18,1,U0155,13.66316,100.502975,16508
359,2018-03-05 10:57:28,1,U0155,13.661932,100.50247,16655
360,2018-03-05 10:57:38,1,U0155,13.661336,100.50219,16729
361,2018-03-05 10:57:48,1,U0155,13.660766,100.501854,16801
362,2018-03-05 10:57:58,1,U0155,13.66043,100.501656,16845
363,2018-03-05 10:58:08,1,U0155,13.659768,100.50126,16930
364,2018-03-05 10:58:18,1,U0155,0,0,16930
365,2018-03-05 10:58:28,1,U0155,13.658743,100.5006,17064
366,2018-03-05 10:58:38,1,U0155,0,0,17064
367,2018-03-05 10:58:48,1,U0155,0,0,17064
368,2018-03-05 10:58:58,1,U0155,13.657317,100.499626,17255
369,2018-03-05 10:59:08,1,U0155,13.657092,100.49952,17282
370,2018-03-05 10:59:18,1,U0155,13.656642,100.49929,17338
371,2018-03-05 10:59:28,1,U0155,13.655886,100.49892,17431
372,2018-03-05 10:59:38,1,U0155,13.654634,100.49816,17593
373,2018-03-05 10:59:48,1,U0155,13.654069,100.49779,17668
374,2018-03-05 10:59:58,1,U0155,13.65378,100.49759,17706
375,2018-03-05 11:00:08,1,U0155,13.6532,100.49724,17781
376,2018-03-05 11:00:18,1,U0155,13.652529,100.49696,17862
377,2018-03-05 11:00:28,1,U0155,13.651359,100.49676,17994
378,2018-03-05 11:00:38,1,U0155,13.650927,100.49664,18043
379,2018-03-05 11:00:48,1,U0155,13.650939,100.4961,18102
380,2018-03-05 11:00:58,1,U0155,13.650937,100.495605,18156
381,2018-03-05 11:01:08,1,U0155,13.6506,100.49509,18223
382,2018-03-05 11:01:18,1,U0155,0,0,18223
383,2018-03-05 11:01:28,1,U0155,0,0,18223
384,2018-03-05 11:01:38,1,U0155,13.649818,100.495384,18316
